address,price,price_per_sqm,rooms,floor,sqm,date,lot_sqm,housing_type,monthly_fee,build_year,starting_price,page
Skvadronsgatan 8,3325000,48200,2,4,69,2024-10-17,,Lägenhet,4541,1936,2995000,110
Spånehusvägen 63B,1995000,39100,2,4,51,2024-10-17,,Lägenhet,3235,1938,1995000,110
Kungsgatan 27B,1060000,39300,1,,27,2024-10-17,,Lägenhet,,,,110
Möllevångstorget 7,2415000,47400,2,3,51,2024-10-17,,Lägenhet,3004,1907,2195000,110
Almbacksgatan 17,3400000,49300,2,3,69,2024-10-17,,Lägenhet,4281,1932,2895000,110
Nobelvägen 147M,2145000,29800,3,5,72,2024-10-17,,Lägenhet,5468,1938,2095000,110
Arkitektgatan 55,2470000,28100,3,5,88,2024-10-17,,Lägenhet,5836,1967,2395000,110
Roslins väg 7,3400000,50000,2,4,68,2024-10-17,,Lägenhet,4560,1948,3195000,110
Sergels väg 14B,2600000,46400,2,7,56,2024-10-17,,Lägenhet,4188,1956,2695000,110
Köpenhamnsvägen 18A,2695000,37500,3,2,71,2024-10-17,,Lägenhet,4993,1946,2695000,110
Köpenhamnsvägen 48B,3450000,46000,3,5,75,2024-10-17,,Lägenhet,4879,,3495000,110
Krutmeijersgatan 8A,2200000,44000,2,2,50,2024-10-17,,Lägenhet,3856,1944,2200000,110
Kollegiegatan 7B,860000,15200,2,,56,2024-10-17,,Lägenhet,,,,110
Annebergsgatan 2A,2250000,27600,3,2,81,2024-10-17,,Lägenhet,5277,1964,2295000,110
Kulladalsgatan 10C,1450000,23400,2,8,62,2024-10-17,,Lägenhet,4100,1965,1495000,110
Nobelvägen 68B,2075000,45100,2,5,46,2024-10-17,,Lägenhet,3645,,2095000,110
Nålgränd 8,3695000,36200,4,,102,2024-10-17,,Lägenhet,7783,2023,3695000,110
Östra Förstadsgatan 19B,3400000,31500,4,2,108,2024-10-17,,Lägenhet,6397,1907,3495000,111
Branteviksgatan 8C,895000,15200,2,4,59,2024-10-17,,Lägenhet,3991,1956,895000,111
Ribevägen 20D,2095000,39500,2,1,53,2024-10-17,,Lägenhet,3620,,2095000,111
Trelleborgsgatan 24,2470000,28100,4,4,88,2024-10-17,,Lägenhet,6203,1936,2395000,111
Västra Skrävlingevägen 139,500000,11800,1,1,42,2024-10-16,,Lägenhet,2671,,1095000,111
Karolingatan 18,1380000,16200,3,6,85,2024-10-16,,Lägenhet,5597,1969,1350000,111
Tenorgatan 13,1250000,16700,3,1,75,2024-10-16,,Lägenhet,5766,1975,1295000,111
Kungsgatan 33C,1995000,36900,2,5,54,2024-10-16,,Lägenhet,4088,1931,1995000,111
Östra Kristinelundsvägen 25A,3250000,43900,3,4,74,2024-10-16,,Lägenhet,6123,1937,3095000,111
Branteviksgatan 24,1100000,25000,2,3,44,2024-10-16,,Lägenhet,2975,1972,1195000,111
Bokhållaregatan 35F,3550000,56700,2,,62,2024-10-16,,Lägenhet,5065,1932,3450000,111
Skräddarebyn 2A,1350000,22700,2,1,59,2024-10-16,,Lägenhet,5060,2007,1395000,111
Karolingatan 16,1200000,18500,2,8,65,2024-10-16,,Lägenhet,4592,1969,1295000,111
Kungsgatan 34A,1660000,47400,1,1,35,2024-10-16,,Lägenhet,2341,1924,1695000,111
Västanväg 59A,2700000,37200,3,2,72,2024-10-16,,Lägenhet,4834,1949,2595000,111
Spånehusvägen 62L,1430000,24200,2,,59,2024-10-16,,Lägenhet,4409,1953,1495000,111
Hyacintgatan 33,1030000,16200,2,2,63,2024-10-16,,Lägenhet,4189,1973,1095000,111
Serenadgatan 59,820000,12800,2,1,64,2024-10-16,,Lägenhet,3887,1971,850000,111
Bullerbygatan 107,1975000,29500,2,1,67,2024-10-16,,Lägenhet,5372,2013,1995000,111
Rodergatan 26,4050000,44000,2,3,92,2024-10-16,,Lägenhet,6373,2005,3995000,111
Saarisvägen 1A,1200000,24000,2,4,50,2024-10-16,,Lägenhet,4587,1939,1250000,111
Trådgränd 11A,4300000,35800,6,3,120,2024-10-16,,Lägenhet,9171,2022,4495000,111
Erikstorpsgatan 15,3575000,50400,3,2,71,2024-10-16,,Lägenhet,3348,,3495000,111
Fernissagatan 9,3995000,39600,5,2,101,2024-10-16,,Lägenhet,7569,2023,3995000,111
Ormvråksgatan 2,2050000,23200,4,4,88,2024-10-16,,Lägenhet,5050,1967,2095000,111
Bokhållaregatan 33,4200000,49900,3,2,84,2024-10-15,,Lägenhet,4955,1932,3950000,111
Lilla Varvsgatan 25B,2295000,41700,2,3,55,2024-10-15,,Lägenhet,4029,2021,2295000,111
Regementsgatan 98D,2650000,47900,2,3,55,2024-10-15,,Lägenhet,3039,1946,2395000,111
Harvgränd 4,3495000,43100,3,5,81,2024-10-15,,Lägenhet,5723,,3495000,111
Lilla Varvsgatan 1,5100000,56000,3,4,91,2024-10-15,,Lägenhet,6156,,4995000,111
Balladgatan 7,885000,14200,2,3,62,2024-10-15,,Lägenhet,3774,1970,850000,111
Zenithgatan 3,2550000,30000,2,4,85,2024-10-15,,Lägenhet,4491,1926,2550000,111
Slussgatan 12J,2600000,41300,2,2,63,2024-10-15,,Lägenhet,2585,1901,2495000,111
Osbygatan 1,3300000,25600,5,4,129,2024-10-15,,Lägenhet,7679,1936,2600000,111
Lönngatan 42E,925000,19300,2,3,48,2024-10-15,,Lägenhet,3545,1935,925000,111
Köpenhamnsvägen 48A,1950000,31500,2,2,62,2024-10-15,,Lägenhet,3907,1952,2095000,112
Davidshallsgatan 27A,7750000,47500,4,2,163,2024-10-15,,Lägenhet,6335,1934,7750000,112
Hyllie Vattenparksgata 33,2835000,35400,3,1,80,2024-10-15,,Lägenhet,4864,2017,2895000,112
Kungsgatan 33C,4050000,44500,4,2,91,2024-10-15,,Lägenhet,6441,,3895000,112
Beijerskajen 2E,7850000,82600,3,6,95,2024-10-15,,Lägenhet,5392,2020,7850000,112
Vattenverksvägen 27D,840000,22400,1,2,37,2024-10-15,,Lägenhet,2761,1957,875000,112
Östra Farmvägen 19BJ,625000,17900,1,1,35,2024-10-15,,Lägenhet,6079,2021,625000,112
Hjulhamnsgatan 7,5600000,60900,3,,92,2024-10-15,,Lägenhet,5684,1929,5995000,112
Karlskronaplan 9,3600000,39600,4,1,91,2024-10-15,,Lägenhet,6744,,3495000,112
Kungsörnsgatan 18,2050000,19400,5,3,105,2024-10-15,,Lägenhet,7410,1967,1995000,112
Vimpelgatan 37,4500000,51100,3,5,88,2024-10-15,,Lägenhet,6436,2008,4595000,112
Sergels väg 12B,5195000,54100,3,4,96,2024-10-15,,Lägenhet,4892,1957,5195000,112
Södra Parkgatan 22,3200000,29900,4,5,107,2024-10-15,,Lägenhet,6828,1930,3200000,112
Bobergsängen 1C,1975000,37800,2,3,52,2024-10-15,,Lägenhet,4146,1947,1995000,112
Östra Förstadsgatan 19B,2300000,26400,3,6,87,2024-10-15,,Lägenhet,5289,1907,2395000,112
Roskildevägen 9A,1275000,45500,1,3,28,2024-10-14,,Lägenhet,2048,1964,1245000,112
Krutmeijersgatan 3,3465000,40300,3,2,86,2024-10-14,,Lägenhet,5279,,3395000,112
Östra Rönneholmsvägen 23,6100000,51700,4,3,118,2024-10-14,,Lägenhet,6232,1934,5795000,112
Stensåkervägen 408,2600000,23200,4,,112,2024-10-14,,Lägenhet,5328,1976,2595000,112
Lindeborgsgatan 297,2395000,30300,3,4,79,2024-10-14,,Lägenhet,5098,1983,2395000,112
Grynbodgatan 15E,3400000,50000,2,2,68,2024-10-14,,Lägenhet,4085,1929,3450000,112
Bodekullsgatan 33A,2650000,34800,3,2,76,2024-10-14,,Lägenhet,5349,1945,2295000,112
Nicoloviusgatan 6B,4650000,47400,3,3,98,2024-10-14,,Lägenhet,5003,1957,4395000,112
Bobergsängen 5D,1950000,34900,2,3,55,2024-10-14,,Lägenhet,4474,1948,1995000,112
Blekingsborgsgatan 9,770000,26100,1,1,29,2024-10-14,,Lägenhet,2657,1957,770000,112
Kronetorpsgatan 100C,1295000,20600,2,2,63,2024-10-14,,Lägenhet,5006,1964,1295000,112
Skräddarebyn 1A,1100000,18500,2,,59,2024-10-14,,Lägenhet,5161,2007,1250000,112
Dockgatan 21,3550000,50000,3,1,71,2024-10-14,,Lägenhet,4332,2015,3595000,112
Neptunigatan 75,6350000,68300,3,8,93,2024-10-14,,Lägenhet,6721,2023,6495000,112
Lilla Varvsgatan 47A,2475000,46700,2,4,53,2024-10-14,,Lägenhet,3345,2019,2595000,112
Roslins väg 8,1860000,41300,2,1,45,2024-10-14,,Lägenhet,,,,112
Duvhöksgatan 4B,1220000,20300,2,4,60,2024-10-14,,Lägenhet,3501,1962,1295000,112
Branteviksgatan 4E,1395000,22000,3,,63,2024-10-14,,Lägenhet,,,,112
Sallerupsvägen 212A,1745000,28600,2,5,61,2024-10-14,,Lägenhet,5822,2019,1745000,112
Vannagårdsgatan 96,2700000,25500,5,1,106,2024-10-14,,Lägenhet,5787,1992,2795000,112
Malmgatan 16,3595000,38200,4,2,94,2024-10-13,,Lägenhet,4957,1907,3595000,113
Linjeettgatan 5A,5600000,50000,5,5,112,2024-10-13,,Lägenhet,5924,2019,4995000,113
Köpenhamnsvägen 41C,2295000,39200,2,6,58,2024-10-13,,Lägenhet,4861,1953,2295000,113
Lilla Varvsgatan 23A,3995000,53300,3,6,75,2024-10-13,,Lägenhet,,,,113
Kilian Zollsgatan 4A,2095000,53700,2,3,39,2024-10-13,,Lägenhet,3263,1916,2095000,113
Edward Lindahlsgatan 12B,2375000,47500,2,3,50,2024-10-13,,Lägenhet,2828,1938,2350000,113
Regementsgatan 31A,4000000,40400,4,4,99,2024-10-13,,Lägenhet,6462,1942,4195000,113
Regementsgatan 56C,2700000,43400,3,7,62,2024-10-13,,Lägenhet,4263,1939,2595000,113
Propellergatan 11,3195000,42800,2,1,74,2024-10-13,,Lägenhet,3243,,3195000,113
Karolingatan 16,1050000,16200,2,7,65,2024-10-13,,Lägenhet,4566,,1145000,113
Solhöjdsgatan 15,1660000,59300,1,1,28,2024-10-13,,Lägenhet,2774,,1695000,113
Nicoloviusgatan 8A,4400000,41500,4,3,106,2024-10-13,,Lägenhet,5269,,3995000,113
Rådmansgatan 7,1895000,54100,1,1,35,2024-10-13,,Lägenhet,1920,1913,1895000,113
Saarisvägen 14B,580000,26400,1,1,22,2024-10-13,,Lägenhet,2189,1938,625000,113
Hyllie Allé 24B,3125000,40100,3,,78,2024-10-13,,Lägenhet,5778,2021,3195000,113
Von Lingens väg 31,750000,12600,2,2,59,2024-10-13,,Lägenhet,4630,1968,795000,113
Stenbocksgatan 6,6200000,59000,4,4,105,2024-10-13,,Lägenhet,5304,1902,6395000,113
Östervärnsgatan 16B,1600000,32700,2,2,49,2024-10-13,,Lägenhet,3430,,1695000,113
Kilian Zollsgatan 7D,3300000,47800,2,2,69,2024-10-12,,Lägenhet,4579,1939,3350000,113
Albinsrogatan 35,1900000,25700,3,1,74,2024-10-12,,Lägenhet,4666,1966,1895000,113
Tärningholmsgatan 3A,3795000,56600,2,1,67,2024-10-12,,Lägenhet,3262,1929,3795000,113
Gråbrödersgatan 4,5600000,56300,4,2,99,2024-10-12,,Lägenhet,5712,2007,5495000,113
Ormvråksgatan 3,1155000,19400,2,6,59,2024-10-12,,Lägenhet,4075,,1150000,113
Helmfeltsgatan 11,4400000,55000,3,4,80,2024-10-12,,Lägenhet,4364,1926,4395000,113
Ingenjörsgatan 12,3495000,33800,4,6,103,2024-10-12,,Lägenhet,5709,1966,3495000,113
Nordlinds väg 94B,2200000,36700,2,2,60,2024-10-12,,Lägenhet,4178,1954,2350000,113
Axel Danielssons väg 13,995000,12400,3,2,80,2024-10-12,,Lägenhet,5038,1973,995000,113
Serenadgatan 2,1920000,19800,4,1,97,2024-10-12,,Lägenhet,7073,,1995000,113
Hässleholmsgatan 2A,2200000,28000,3,3,78,2024-10-12,,Lägenhet,3184,1936,2295000,113
Vannagårdsgatan 146,1395000,31000,2,1,45,2024-10-11,,Lägenhet,3167,1992,1395000,113
Pildammsvägen 8A,2400000,43600,2,1,55,2024-10-11,,Lägenhet,4323,2021,2395000,113
Norra Vallgatan 2,3250000,58000,2,3,56,2024-10-11,,Lägenhet,3604,1909,2995000,113
Fågelbacksgatan 34B,3395000,46500,3,2,73,2024-10-11,,Lägenhet,5061,1941,3395000,113
Ingenjörsgatan 10,2700000,26100,4,3,103,2024-10-11,,Lägenhet,5618,1966,2795000,113
Östra Förstadsgatan 17D,2900000,42600,3,6,68,2024-10-11,,Lägenhet,4624,1989,2950000,113
Lotsgatan 111,2550000,44700,2,1,57,2024-10-11,,Lägenhet,2923,,2795000,114
Ribevägen 20B,2100000,38500,2,3,54,2024-10-11,,Lägenhet,3829,1949,2195000,114
Älggatan 18A,1810000,33500,2,3,54,2024-10-11,,Lägenhet,3785,1947,1795000,114
Vimmerbyvägen 4,2350000,30900,3,3,76,2024-10-11,,Lägenhet,5354,2015,2395000,114
Producentgatan 17,1615000,26000,2,2,62,2024-10-11,,Lägenhet,3709,1972,1695000,114
Regementsgatan 56A,4800000,34700,6,2,138,2024-10-11,,Lägenhet,8857,1939,5195000,114
Uppsalagatan 11B,1195000,26000,1,4,46,2024-10-11,,Lägenhet,3920,1939,1195000,114
Norrbäcksgatan 35,845000,13200,2,7,64,2024-10-11,,Lägenhet,4378,,845000,114
Kilian Zollsgatan 28B,3550000,50700,3,1,70,2024-10-11,,Lägenhet,4590,1942,3495000,114
Kvartettgatan 22,1480000,18500,3,3,80,2024-10-11,,Lägenhet,6038,1972,1495000,114
Storgatan 43K,6750000,60000,3,3,112,2024-10-11,,Lägenhet,7060,2021,6995000,114
Hyllie Vattenparksgata 46,1950000,34800,2,,56,2024-10-11,,Lägenhet,,,,114
Uddeholmsgatan 32A,1295000,18500,3,2,70,2024-10-11,,Lägenhet,6390,,1295000,114
Bassänggatan 3,4900000,53000,4,1,92,2024-10-11,,Lägenhet,5265,2020,4995000,114
Gymnasistgatan 3C,1365000,16700,4,2,81,2024-10-11,,Lägenhet,4471,1966,1395000,114
Producentgatan 5,1600000,20400,3,3,78,2024-10-10,,Lägenhet,4549,1972,1700000,114
Husargatan 8,5195000,54100,3,2,96,2024-10-10,,Lägenhet,5509,1909,5195000,114
Jägersrovägen 18B,1100000,19500,2,1,56,2024-10-10,,Lägenhet,3993,,1100000,114
Kulladalsgatan 6A,1495000,24100,2,5,62,2024-10-10,,Lägenhet,4057,1965,1495000,114
Fredriksbergsgatan 9,1675000,37200,1,6,45,2024-10-10,,Lägenhet,2823,1935,1495000,114
Sandbackegången 3A,1195000,22800,2,3,52,2024-10-10,,Lägenhet,4436,1946,1195000,114
Kilian Zollsgatan 21A,2295000,43300,2,3,53,2024-10-10,,Lägenhet,4052,1952,2295000,114
Per Albin Hanssons väg 56A,715000,30400,1,6,23,2024-10-10,,Lägenhet,2678,1957,695000,114
Nobelvägen 70A,1210000,26900,1,1,45,2024-10-10,,Lägenhet,3419,1935,1095000,114
Nicoloviusgatan 10A,4500000,39100,4,1,115,2024-10-10,,Lägenhet,5883,1974,4595000,114
Serenadgatan 66,1510000,18500,3,4,81,2024-10-10,,Lägenhet,4725,1971,1595000,114
Törnskärsgången 9A,2700000,37500,3,1,72,2024-10-10,,Lägenhet,5619,1946,2495000,114
Tornfalksgatan 13,815000,18700,2,5,43,2024-10-10,,Lägenhet,3093,1970,895000,114
Föreningsgatan 54B,1890000,35000,2,5,54,2024-10-10,,Lägenhet,3856,1948,1945000,114
Dockgatan 31,6200000,63900,4,,97,2024-10-10,,Lägenhet,,,,114
Hyllie Allé 30C,4600000,36800,4,3,125,2024-10-10,,Lägenhet,7504,2020,4695000,114
Carl Flormansgatan 21,1680000,31100,2,2,54,2024-10-10,,Lägenhet,4351,2017,1750000,114
Kulladalsgatan 18D,1430000,24000,2,3,59,2024-10-10,,Lägenhet,3791,1965,1450000,114
Skomakaregatan 10A,2295000,62000,1,2,37,2024-10-10,,Lägenhet,3147,2008,2295000,114
Ryttaregatan 5B,1250000,21900,2,3,57,2024-10-10,,Lägenhet,4888,1952,1295000,114
Amiralsgatan 85G,1450000,27900,3,3,52,2024-10-10,,Lägenhet,4116,1948,1495000,115
Köpenhamnsvägen 44B,1950000,31200,2,,62,2024-10-10,,Lägenhet,,,,115
Bertrandsgatan 2E,2950000,33900,3,,87,2024-10-10,,Lägenhet,,,,115
Lönngatan 46C,895000,19000,1,3,47,2024-10-10,,Lägenhet,2696,,895000,115
Citadellsvägen 21C,6250000,67200,4,2,93,2024-10-10,,Lägenhet,6357,2024,6395000,115
Typografgatan 4A,3800000,43700,4,3,87,2024-10-10,,Lägenhet,6078,2018,3845000,115
Erikstorpsgatan 10B,3800000,46600,3,5,81,2024-10-10,,Lägenhet,3108,1955,3995000,115
Kiviksgatan 6A,1775000,32900,2,2,54,2024-10-10,,Lägenhet,3542,1945,1695000,115
Nobelvägen 147D,1425000,26400,2,6,54,2024-10-10,,Lägenhet,4607,1939,1395000,115
Fredmansgatan 7,4200000,37500,5,,112,2024-10-10,,Lägenhet,,,,115
Kronborgsvägen 15B,1950000,34800,2,4,56,2024-10-10,,Lägenhet,4718,1949,1895000,115
Kristianstadsgatan 8,2445000,36500,2,1,67,2024-10-10,,Lägenhet,3326,1929,2395000,115
Rödkullastigen 7A,1150000,14400,3,8,80,2024-10-10,,Lägenhet,5489,1960,1195000,115
Branteviksgatan 4E,1395000,24900,2,3,56,2024-10-09,,Lägenhet,3838,1955,1395000,115
Torekovsgatan 22C,1175000,30100,1,2,39,2024-10-09,,Lägenhet,3093,1940,1250000,115
Tessins väg 19A,1230000,37300,1,1,33,2024-10-09,,Lägenhet,2213,1957,1250000,115
Bodekullsgatan 50B,1475000,24200,2,3,61,2024-10-09,,Lägenhet,4411,1946,1495000,115
Drottninggatan 1AE,3095000,43600,3,4,71,2024-10-09,,Lägenhet,,,,115
Kronetorpsgatan 52B,1495000,20800,3,9,72,2024-10-09,,Lägenhet,5512,1961,1495000,115
Nicoloviusgatan 5B,3550000,46700,2,9,76,2024-10-09,,Lägenhet,4076,1959,3695000,115
Hyllie Boulevard 2G,2600000,33300,3,,78,2024-10-09,,Lägenhet,,,,115
Sallerupsvägen 15,1665000,30800,2,2,54,2024-10-09,,Lägenhet,3736,1934,1695000,115
Lugna gatan 72,2795000,35400,3,,79,2024-10-09,,Lägenhet,,,,115
Mariedalsvägen 56A,1900000,26000,3,3,73,2024-10-09,,Lägenhet,5974,1949,1995000,115
Verkstadsgatan 4A,2595000,61800,1,2,42,2024-10-09,,Lägenhet,3548,2021,2595000,115
Sundskajen 6B,2750000,32400,3,4,85,2024-10-09,,Lägenhet,6556,2007,2695000,115
Balladgatan 27,980000,11900,3,,82,2024-10-09,,Lägenhet,,,,115
Norra Skolgatan 13,750000,39500,1,1,19,2024-10-09,,Lägenhet,1922,1940,795000,115
Lilla Varvsgatan 21A,3700000,48700,3,2,76,2024-10-09,,Lägenhet,4485,2018,3650000,115
Berguvsgatan 2B,1275000,21300,2,6,60,2024-10-09,,Lägenhet,3616,1962,1345000,115
Kronetorpsgatan 94C,1250000,16900,3,2,74,2024-10-09,,Lägenhet,5652,1964,1350000,115
Pilåkersvägen 4A,960000,38400,1,3,25,2024-10-09,,Lägenhet,2683,1951,995000,115
Eriksrogatan 3,2800000,40900,3,,68,2024-10-08,,Lägenhet,,,,115
Hyacintgatan 27,1150000,18000,2,7,64,2024-10-08,,Lägenhet,,,,115
Räfsgatan 14,2550000,34500,3,2,74,2024-10-09,,Lägenhet,5378,2018,2650000,115
Lägatan 8A,2450000,50000,2,4,49,2024-10-08,,Lägenhet,4012,,2350000,116
Stora Trädgårdsgatan 8,3100000,36000,3,3,86,2024-10-08,,Lägenhet,6290,2009,2995000,116
Östra Förstadsgatan 35A,3695000,43000,3,2,86,2024-10-08,,Lägenhet,,,,116
Bomgatan 16,2150000,50000,2,3,43,2024-10-08,,Lägenhet,3345,2021,2150000,116
Bobergsängen 2A,4520000,34500,5,3,131,2024-10-08,,Lägenhet,10303,1947,4495000,116
Konsultgatan 25,1780000,21300,3,7,83,2024-10-08,,Lägenhet,6041,,1895000,116
Limhamns Stationsväg 34,5450000,38900,6,3,140,2024-10-08,,Lägenhet,8896,,5495000,116
Roslins väg 1,5400000,52900,4,3,102,2024-10-08,,Lägenhet,5660,1929,5495000,116
Fågelbacksgatan 6A,3900000,44100,3,,88,2024-10-08,,Lägenhet,,,,116
Musketörgatan 4A,970000,18000,2,3,54,2024-10-08,,Lägenhet,5046,1950,995000,116
Andréegatan 9A,4460000,48700,3,4,91,2024-10-08,,Lägenhet,6192,1910,4495000,116
Östra Bernadottesgatan 36D,1540000,29600,2,2,52,2024-10-08,,Lägenhet,4133,1943,1645000,116
Österportsgatan 4A,3045000,44100,3,1,69,2024-10-08,,Lägenhet,4635,1912,3095000,116
Köpenhamnsvägen 47A,2700000,35500,3,4,76,2024-10-08,,Lägenhet,6084,1952,2795000,116
Baltzarsgatan 14B,1775000,42800,1,1,41,2024-10-08,,Lägenhet,3062,2006,1875000,116
Östra Varvsgatan 16A,1995000,42400,2,3,47,2024-10-07,,Lägenhet,4170,2015,1995000,116
Regementsgatan 56A,1750000,34700,2,2,50,2024-10-07,,Lägenhet,3551,1939,1795000,116
Serenadgatan 27,975000,11900,3,3,82,2024-10-07,,Lägenhet,5176,1973,995000,116
Fersens väg 14B,7700000,63600,4,2,121,2024-10-07,,Lägenhet,6241,1931,7995000,116
Kilian Zollsgatan 15A,3500000,41200,3,1,85,2024-10-07,,Lägenhet,5840,1953,3750000,116
Kommendörsgatan 5A,1695000,52500,2,2,32,2024-10-07,,Lägenhet,3022,1898,1695000,116
Konsultgatan 16,1730000,20700,3,2,83,2024-10-07,,Lägenhet,6007,1972,1750000,116
Konduktörsgatan 9,3195000,43200,3,6,74,2024-10-07,,Lägenhet,4772,2019,3195000,116
Pilåkersvägen 4A,1700000,29600,2,1,57,2024-10-07,,Lägenhet,5637,1951,1795000,116
Spårvägen 16A,3475000,40400,4,2,86,2024-10-07,,Lägenhet,6397,2021,3495000,116
Bobergsängen 5C,1740000,31800,2,2,54,2024-10-07,,Lägenhet,4404,1948,1775000,116
Östra Kristinelundsvägen 16B,2575000,46000,2,1,56,2024-10-06,,Lägenhet,3464,1944,2695000,116
Lorensborgsgatan 5F,2595000,27800,4,3,93,2024-10-06,,Lägenhet,4794,1957,2595000,116
Fabriksgatan 6,5025000,50500,3,4,99,2024-10-06,,Lägenhet,5952,2006,4695000,116
Birger Jarlsgatan 41D,1850000,30800,2,1,60,2024-10-06,,Lägenhet,3330,1961,1895000,116
Lorensborgsgatan 5C,1295000,31200,2,4,41,2024-10-05,,Lägenhet,2376,1957,1295000,116
Herrestadsgatan 3A,2375000,43200,2,2,55,2024-10-06,,Lägenhet,4711,1949,2495000,116
Drottningtorget 3,10475000,48300,7,4,217,2024-10-06,,Lägenhet,5782,1907,10995000,116
Kiviksgatan 6A,1550000,29200,2,1,53,2024-10-05,,Lägenhet,4117,1945,1495000,116
Balladgatan 23,1200000,14500,3,5,82,2024-10-05,,Lägenhet,4765,1971,1200000,116
Eriksdalsgatan 5B,1425000,23900,2,5,59,2024-10-05,,Lägenhet,3919,1961,1395000,117
Mariedalsvägen 55D,2395000,40900,2,4,58,2024-10-05,,Lägenhet,4786,1948,2395000,117
Torekovsgatan 20A,1450000,31500,2,3,46,2024-10-05,,Lägenhet,3729,1943,1450000,117
Kolsyregatan 16,3050000,37200,3,4,82,2024-10-05,,Lägenhet,5691,2020,3150000,117
Döbelnsgatan 16C,4400000,37900,4,4,116,2024-10-04,,Lägenhet,6770,1924,4295000,117
Kungsgatan 34,5500000,52400,4,5,105,2024-10-04,,Lägenhet,7023,1925,5395000,117
Rödkullastigen 7B,845000,15500,2,3,54,2024-10-04,,Lägenhet,3860,1959,845000,117
Andréegatan 11B,4160000,51000,3,3,81,2024-10-04,,Lägenhet,5757,1910,3695000,117
Producentgatan 11,1310000,20300,2,4,64,2024-10-04,,Lägenhet,3940,,1200000,117
Dockgatan 35,3695000,48600,3,2,76,2024-10-04,,Lägenhet,4203,2020,3695000,117
Kalkstensvägen 12,2095000,39400,2,1,53,2024-10-04,,Lägenhet,3018,2016,2095000,117
Stora Nygatan 79,5500000,50500,3,1,109,2024-10-04,,Lägenhet,5441,1914,5295000,117
Henrik Wranérsgatan 1C,4340000,45700,3,5,95,2024-10-04,,Lägenhet,5439,1962,4375000,117
Eslövsgatan 9B,2040000,40800,2,2,50,2024-10-04,,Lägenhet,3306,1936,2095000,117
Spånehusvägen 62D,1350000,26200,2,3,51,2024-10-04,,Lägenhet,4037,1953,1395000,117
Regissörgatan 1,2300000,29300,3,2,78,2024-10-04,,Lägenhet,4859,1973,2195000,117
Västra Rönneholmsvägen 31B,4495000,49900,3,2,90,2024-10-04,,Lägenhet,5430,1908,4495000,117
Trelleborgsgatan 8B,1600000,41000,2,2,39,2024-10-04,,Lägenhet,3304,1936,1650000,117
Rödkullastigen 6C,1150000,15100,3,2,76,2024-10-04,,Lägenhet,5086,1962,1195000,117
Disponentgatan 27,875000,51500,1,1,17,2024-10-04,,Lägenhet,1601,1931,895000,117
Gottorpsvägen 35E,2200000,30600,3,1,72,2024-10-04,,Lägenhet,5790,2015,2295000,117
Roslins väg 5A,3700000,34800,4,1,106,2024-10-04,,Lägenhet,4480,1938,3995000,117
Södra Gulsparvsgatan 70,1300000,15600,3,3,83,2024-10-04,,Lägenhet,6158,1968,1395000,117
Sadelmakarebyn 4D,1050000,20200,2,1,52,2024-10-04,,Lägenhet,4497,2005,1095000,117
Sallerupsvägen 216A,1595000,26100,2,5,61,2024-10-04,,Lägenhet,5822,2019,1630000,117
Vimpelgatan 41,4175000,47200,2,2,88,2024-10-04,,Lägenhet,6463,2008,4295000,117
Serenadgatan 70,1230000,15100,3,7,81,2024-10-04,,Lägenhet,4745,1971,1295000,117
Sankt Knuts väg 9,3200000,48500,2,3,66,2024-10-04,,Lägenhet,4557,1932,3295000,117
Kronetorpsgatan 52A,1100000,15400,3,8,71,2024-10-04,,Lägenhet,,,,117
Östra Farmvägen 42C,1285000,21400,2,2,60,2024-10-04,,Lägenhet,4142,1955,1295000,117
Sankt Knuts Torg 2,3200000,40000,2,1,80,2024-10-04,,Lägenhet,4284,1929,3295000,117
Fregattgatan 3,3775000,47800,3,3,79,2024-10-04,,Lägenhet,5324,,3895000,117
Eslövsgatan 5,1725000,35900,2,1,48,2024-10-04,,Lägenhet,2582,1934,1795000,117
Baltzarsgatan 41B,3795000,43600,2,2,87,2024-10-04,,Lägenhet,7071,1897,3795000,117
Nordlinds väg 96A,1275000,45500,1,,28,2024-10-04,,Lägenhet,,,,117
Östra Förstadsgatan 17G,1715000,26000,2,2,66,2024-10-03,,Lägenhet,4488,1989,1750000,118
Mellanhedsgatan 22B,2400000,36400,3,,66,2024-10-03,,Lägenhet,,,,118
Östra Kristinelundsvägen 13,2100000,35600,2,3,59,2024-10-03,,Lägenhet,5192,1943,2250000,118
Baskemöllegatan 5D,1270000,21500,2,2,59,2024-10-03,,Lägenhet,4481,1949,1245000,118
Munkhättegatan 36C,750000,12600,2,4,59,2024-10-03,,Lägenhet,3872,1963,750000,118
Sjöblads väg 13,825000,13900,2,2,59,2024-10-03,,Lägenhet,4630,1968,895000,118
Stadiongatan 49A,2550000,27900,4,2,91,2024-10-03,,Lägenhet,5700,1958,2550000,118
Lönngatan 50B,750000,22700,1,1,33,2024-10-03,,Lägenhet,2526,1936,780000,118
Drottninggatan 6A,1600000,28600,2,2,56,2024-10-03,,Lägenhet,4669,1935,1595000,118
